carat,cut,color,clarity,depth,table,price,x,y,z,log_price,cut_encoded,color_encoded,clarity_encoded
0.61,Very Good,G,SI1,62.0,58.0,1659,5.43,5.48,3.38,7.413970290190444,2,3,2
0.53,Ideal,D,VS2,61.0,56.0,1659,5.26,5.29,3.22,7.413970290190444,4,6,3
0.53,Ideal,D,VS2,61.4,56.0,1659,5.18,5.21,3.19,7.413970290190444,4,6,3
0.56,Very Good,E,SI1,62.8,57.6,1659,5.26,5.31,3.32,7.413970290190444,2,5,2
0.55,Ideal,G,VS2,61.8,58.0,1659,5.23,5.26,3.24,7.413970290190444,4,3,3
0.53,Ideal,E,VS2,61.7,58.0,1659,5.16,5.27,3.22,7.413970290190444,4,5,3
0.53,Ideal,G,VS1,62.4,54.0,1659,5.18,5.21,3.24,7.413970290190444,4,3,4
0.61,Ideal,G,SI1,61.4,56.0,1659,5.46,5.49,3.36,7.413970290190444,4,3,2
0.61,Ideal,G,SI1,61.7,55.0,1659,5.46,5.49,3.38,7.413970290190444,4,3,2
0.65,Fair,I,VS2,65.1,55.6,1659,5.44,5.5,3.56,7.413970290190444,0,1,3
0.43,Ideal,D,VVS1,62.3,56.0,1659,4.82,4.81,3.0,7.413970290190444,4,6,6
0.43,Premium,D,VVS1,59.6,58.0,1659,4.94,4.89,2.93,7.413970290190444,3,6,6
0.5,Fair,G,VVS2,66.1,62.0,1659,4.92,4.88,3.24,7.413970290190444,0,3,5
0.54,Good,E,VS2,63.3,55.0,1660,5.2,5.26,3.31,7.414572881350589,1,5,3
0.51,Ideal,G,VS2,62.3,54.0,1660,5.17,5.12,3.21,7.414572881350589,4,3,3
0.51,Ideal,F,VS2,61.7,56.0,1660,5.13,5.15,3.17,7.414572881350589,4,4,3
0.51,Ideal,D,VS2,61.9,54.0,1660,5.14,5.17,3.19,7.414572881350589,4,6,3
0.52,Good,E,VS2,61.5,61.0,1660,5.16,5.09,3.15,7.414572881350589,1,5,3
0.6,Very Good,F,SI1,60.6,57.0,1661,5.46,5.5,3.32,7.415175109613295,2,4,2
0.51,Ideal,F,VS2,61.6,57.0,1661,5.14,5.15,3.17,7.415175109613295,4,4,3
0.46,Ideal,E,VVS1,62.6,57.0,1661,4.98,4.89,3.09,7.415175109613295,4,5,6
0.54,Ideal,F,VS2,62.2,57.0,1662,5.21,5.24,3.25,7.415776975415394,4,4,3
0.54,Very Good,D,SI1,62.1,56.0,1662,5.22,5.25,3.25,7.415776975415394,2,6,2
0.54,Ideal,D,SI1,61.5,56.0,1662,5.23,5.25,3.22,7.415776975415394,4,6,2
0.54,Ideal,D,SI1,60.7,56.0,1662,5.27,5.3,3.21,7.415776975415394,4,6,2
0.54,Ideal,D,SI1,62.4,57.0,1662,5.19,5.23,3.25,7.415776975415394,4,6,2
0.54,Ideal,F,VS2,62.3,56.0,1662,5.17,5.2,3.23,7.415776975415394,4,4,3
0.54,Ideal,F,VS2,60.1,56.0,1662,5.28,5.31,3.18,7.415776975415394,4,4,3
0.54,Very Good,D,SI1,62.9,57.0,1662,5.17,5.22,3.27,7.415776975415394,2,6,2
0.54,Ideal,D,SI1,62.1,56.0,1662,5.21,5.25,3.25,7.415776975415394,4,6,2
0.54,Premium,D,SI1,60.4,60.0,1662,5.22,5.24,3.16,7.415776975415394,3,6,2
0.54,Ideal,F,VS2,61.4,57.0,1662,5.2,5.25,3.21,7.415776975415394,4,4,3
0.54,Very Good,D,SI1,62.0,55.0,1662,5.21,5.24,3.24,7.415776975415394,2,6,2
0.54,Very Good,F,VS2,59.5,58.0,1662,5.29,5.36,3.17,7.415776975415394,2,4,3
0.54,Premium,F,VS2,61.8,58.0,1662,5.22,5.29,3.25,7.415776975415394,3,4,3
0.54,Very Good,F,VS2,59.4,57.0,1662,5.29,5.35,3.16,7.415776975415394,2,4,3
0.54,Premium,H,VVS2,60.6,60.0,1662,5.29,5.31,3.21,7.415776975415394,3,2,5
0.54,Very Good,D,SI1,62.1,58.0,1662,5.21,5.23,3.24,7.415776975415394,2,6,2
0.54,Ideal,F,VS2,60.3,55.0,1662,5.26,5.32,3.19,7.415776975415394,4,4,3
0.54,Ideal,D,SI1,60.8,57.0,1662,5.25,5.31,3.21,7.415776975415394,4,6,2
0.56,Ideal,G,VS2,60.9,56.0,1662,5.34,5.36,3.26,7.415776975415394,4,3,3
0.56,Ideal,G,VS2,60.7,55.0,1662,5.32,5.35,3.24,7.415776975415394,4,3,3
0.56,Ideal,G,VS2,60.8,55.0,1662,5.33,5.37,3.25,7.415776975415394,4,3,3
0.55,Ideal,G,VS2,61.4,56.3,1662,5.26,5.29,3.24,7.415776975415394,4,3,3
0.56,Ideal,G,VS2,59.6,57.0,1662,5.37,5.39,3.21,7.415776975415394,4,3,3
0.52,Ideal,F,VS2,60.6,55.0,1662,5.19,5.27,3.17,7.415776975415394,4,4,3
0.52,Ideal,G,VS1,61.2,56.0,1662,5.19,5.22,3.18,7.415776975415394,4,3,4
0.52,Ideal,G,VS1,60.9,56.0,1662,5.2,5.24,3.18,7.415776975415394,4,3,4
0.51,Premium,G,VS1,62.1,58.0,1662,5.12,5.09,3.17,7.415776975415394,3,3,4
0.51,Ideal,G,VS1,61.6,56.0,1662,5.18,5.15,3.18,7.415776975415394,4,3,4
0.51,Premium,G,VS1,62.2,58.0,1662,5.11,5.09,3.17,7.415776975415394,3,3,4
0.51,Premium,E,VS2,59.3,58.0,1662,5.23,5.2,3.09,7.415776975415394,3,5,3
0.51,Ideal,E,VS2,61.5,55.0,1662,5.23,5.14,3.19,7.415776975415394,4,5,3
0.51,Premium,E,VS2,59.2,61.0,1662,5.17,5.16,3.06,7.415776975415394,3,5,3
0.51,Ideal,E,VS2,61.4,55.0,1662,5.2,5.15,3.18,7.415776975415394,4,5,3
0.51,Ideal,E,VS2,61.0,57.0,1662,5.21,5.12,3.15,7.415776975415394,4,5,3
0.51,Ideal,E,VS2,61.9,57.0,1662,5.12,5.09,3.16,7.415776975415394,4,5,3
0.51,Premium,E,VS2,60.6,58.0,1662,5.15,5.12,3.11,7.415776975415394,3,5,3
0.51,Very Good,E,VS2,63.1,55.0,1662,5.13,5.1,3.23,7.415776975415394,2,5,3
0.51,Ideal,E,VS2,62.0,54.0,1662,5.13,5.1,3.17,7.415776975415394,4,5,3
0.51,Very Good,E,VS2,63.1,57.0,1662,5.12,5.08,3.22,7.415776975415394,2,5,3
0.51,Very Good,E,VS2,63.3,57.0,1662,5.12,5.05,3.22,7.415776975415394,2,5,3
0.31,Very Good,G,SI2,63.2,55.0,523,4.33,4.31,2.73,6.259581464064923,2,3,1
0.31,Premium,F,SI2,63.0,58.0,523,4.36,4.34,2.74,6.259581464064923,3,4,1
0.3,Very Good,D,SI1,62.3,57.0,524,4.26,4.31,2.67,6.261491684321042,2,6,2
0.3,Ideal,D,SI1,62.0,53.0,524,4.33,4.35,2.69,6.261491684321042,4,6,2
0.3,Ideal,D,SI1,62.1,57.0,524,4.25,4.28,2.65,6.261491684321042,4,6,2
0.3,Ideal,D,SI1,61.9,55.0,524,4.31,4.35,2.68,6.261491684321042,4,6,2
0.3,Ideal,D,SI1,61.9,55.0,524,4.32,4.34,2.68,6.261491684321042,4,6,2
0.3,Ideal,D,SI1,61.7,57.0,524,4.28,4.31,2.65,6.261491684321042,4,6,2
0.3,Ideal,D,SI1,61.9,57.0,524,4.28,4.32,2.66,6.261491684321042,4,6,2
0.26,Good,F,VVS1,64.0,57.0,524,4.03,4.06,2.59,6.261491684321042,1,4,6
0.3,Premium,F,VS2,61.8,60.0,524,4.27,4.3,2.65,6.261491684321042,3,4,3
0.3,Very Good,F,VS2,58.8,60.0,524,4.37,4.41,2.58,6.261491684321042,2,4,3
0.3,Ideal,G,VS1,61.1,56.0,524,4.35,4.36,2.66,6.261491684321042,4,3,4
0.3,Ideal,G,VS1,61.4,55.0,524,4.32,4.38,2.67,6.261491684321042,4,3,4
0.32,Ideal,H,VS1,62.7,56.0,524,4.39,4.42,2.76,6.261491684321042,4,2,4
0.32,Very Good,G,VS2,60.1,61.0,524,4.41,4.44,2.66,6.261491684321042,2,3,3
0.32,Very Good,G,VS2,58.4,57.0,524,4.51,4.53,2.64,6.261491684321042,2,3,3
0.32,Premium,H,VS1,61.6,59.0,524,4.37,4.39,2.7,6.261491684321042,3,2,4
0.32,Ideal,G,VS2,62.4,55.0,524,4.36,4.39,2.73,6.261491684321042,4,3,3
0.32,Good,E,SI1,63.5,56.0,524,4.34,4.38,2.77,6.261491684321042,1,5,2
0.32,Ideal,G,VS2,62.0,57.0,524,4.37,4.41,2.72,6.261491684321042,4,3,3
0.32,Very Good,E,SI1,60.4,61.0,524,4.39,4.42,2.66,6.261491684321042,2,5,2
0.3,Very Good,F,VS2,63.0,55.0,524,4.28,4.29,2.7,6.261491684321042,2,4,3
0.3,Very Good,F,VS2,61.4,55.0,524,4.32,4.37,2.67,6.261491684321042,2,4,3
0.32,Good,E,SI1,63.1,54.0,524,4.37,4.41,2.77,6.261491684321042,1,5,2
0.32,Good,E,SI1,63.1,56.0,524,4.34,4.37,2.75,6.261491684321042,1,5,2
0.32,Good,E,SI1,63.4,56.0,524,4.31,4.34,2.74,6.261491684321042,1,5,2
0.32,Ideal,H,VS1,62.1,55.0,524,4.39,4.4,2.73,6.261491684321042,4,2,4
0.32,Premium,E,SI1,61.2,58.0,524,4.37,4.42,2.69,6.261491684321042,3,5,2
0.32,Ideal,G,VS2,62.1,56.0,524,4.36,4.4,2.72,6.261491684321042,4,3,3
0.51,Very Good,E,VS2,63.5,56.0,1662,5.08,5.06,3.22,7.415776975415394,2,5,3
0.51,Good,E,VS2,63.6,54.0,1662,5.09,5.06,3.23,7.415776975415394,1,5,3
0.51,Ideal,E,VS2,62.9,57.0,1662,5.11,5.07,3.2,7.415776975415394,4,5,3
0.51,Premium,E,VS2,62.5,59.0,1662,5.09,5.08,3.18,7.415776975415394,3,5,3
0.51,Good,E,VS2,63.8,57.0,1662,5.07,5.05,3.23,7.415776975415394,1,5,3
0.51,Good,E,VS2,63.8,55.0,1662,5.08,5.05,3.23,7.415776975415394,1,5,3
0.51,Premium,E,VS2,59.2,58.0,1662,5.27,5.23,3.11,7.415776975415394,3,5,3
0.67,Ideal,G,SI1,60.4,57.0,1662,5.67,5.65,3.42,7.415776975415394,4,3,2
0.51,Ideal,G,VS1,61.8,57.0,1662,5.14,5.12,3.17,7.415776975415394,4,3,4
0.57,Ideal,G,SI1,62.0,55.0,1662,5.35,5.32,3.31,7.415776975415394,4,3,2
0.7,Premium,F,SI2,59.5,61.0,1662,5.78,5.68,3.41,7.415776975415394,3,4,1
0.72,Good,J,SI1,60.1,64.0,1663,5.83,5.75,3.48,7.416378479192928,1,0,2
0.52,Very Good,H,VVS1,63.9,59.0,1664,5.08,5.1,3.25,7.416979621381154,2,2,6
0.52,Very Good,D,VS2,60.0,57.0,1664,5.22,5.25,3.14,7.416979621381154,2,6,3
0.52,Very Good,D,VS2,63.6,59.0,1664,5.09,5.13,3.25,7.416979621381154,2,6,3
0.53,Very Good,G,VS1,62.2,59.0,1664,5.14,5.18,3.21,7.416979621381154,2,3,4
0.59,Ideal,E,SI1,62.4,55.0,1664,5.34,5.39,3.35,7.416979621381154,4,5,2
0.59,Very Good,G,VS2,61.1,57.0,1664,5.4,5.43,3.31,7.416979621381154,2,3,3
0.59,Very Good,E,SI1,62.9,57.0,1664,5.33,5.36,3.36,7.416979621381154,2,5,2
0.59,Ideal,G,VS2,62.6,54.0,1664,5.32,5.38,3.35,7.416979621381154,4,3,3
0.59,Ideal,E,SI1,61.4,56.0,1664,5.36,5.39,3.3,7.416979621381154,4,5,2
0.59,Ideal,E,SI1,62.0,55.0,1664,5.37,5.4,3.34,7.416979621381154,4,5,2
0.59,Premium,E,SI1,61.8,60.0,1664,5.33,5.39,3.31,7.416979621381154,3,5,2
0.55,Premium,E,VS2,59.1,62.0,1664,5.37,5.32,3.16,7.416979621381154,3,5,3
0.56,Ideal,F,VS2,62.0,56.0,1664,5.27,5.31,3.28,7.416979621381154,4,4,3
0.52,Ideal,D,VS2,61.4,56.0,1664,5.16,5.19,3.18,7.416979621381154,4,6,3
0.56,Ideal,D,SI1,61.2,57.0,1664,5.37,5.35,3.28,7.416979621381154,4,6,2
0.67,Good,D,SI2,64.7,55.0,1664,5.5,5.54,3.57,7.416979621381154,1,6,1
0.55,Premium,E,VS2,59.1,60.0,1664,5.35,5.31,3.15,7.416979621381154,3,5,3
0.55,Ideal,H,VS2,62.0,55.0,1664,5.31,5.28,3.28,7.416979621381154,4,2,3
0.52,Very Good,E,VS2,62.2,56.0,1665,5.16,5.17,3.21,7.417580402414544,2,5,3
0.54,Very Good,G,VS1,61.6,54.0,1665,5.26,5.3,3.25,7.417580402414544,2,3,4
0.5,Very Good,E,VS1,62.5,58.0,1665,5.04,5.11,3.17,7.417580402414544,2,5,4
0.64,Very Good,G,SI1,64.0,53.8,1665,5.49,5.53,3.53,7.417580402414544,2,3,2
0.52,Ideal,H,VS1,61.7,55.0,1665,5.17,5.21,3.2,7.417580402414544,4,2,4
0.4,Ideal,D,VVS1,61.1,56.0,1665,4.77,4.82,2.93,7.417580402414544,4,6,6
0.55,Ideal,E,VS2,61.5,57.0,1665,5.25,5.29,3.24,7.417580402414544,4,5,3
0.57,Ideal,I,VS1,61.0,56.0,1665,5.37,5.41,3.29,7.417580402414544,4,1,4
0.52,Ideal,G,VS1,61.7,57.0,1665,5.16,5.18,3.19,7.417580402414544,4,3,4
0.5,Ideal,E,VS1,62.2,54.0,1665,5.1,5.13,3.18,7.417580402414544,4,5,4
0.53,Ideal,G,SI1,61.6,57.0,1665,5.19,5.24,3.21,7.417580402414544,4,3,2
0.51,Good,D,VS2,63.7,57.0,1665,5.05,5.0,3.2,7.417580402414544,1,6,3
0.5,Good,G,VVS2,64.1,56.0,1666,5.02,5.06,3.23,7.418180822726788,1,3,5
0.58,Ideal,F,VS2,62.1,55.0,1666,5.33,5.37,3.32,7.418180822726788,4,4,3
0.7,Premium,J,SI1,61.6,58.0,1666,5.66,5.73,3.51,7.418180822726788,3,0,2
0.7,Very Good,I,VS2,62.2,59.0,1666,5.64,5.71,3.53,7.418180822726788,2,1,3
0.7,Very Good,J,SI1,61.9,58.0,1666,5.64,5.67,3.5,7.418180822726788,2,0,2
0.58,Ideal,F,VS2,62.1,56.0,1666,5.33,5.37,3.32,7.418180822726788,4,4,3
0.72,Very Good,J,SI1,62.7,56.0,1666,5.66,5.72,3.57,7.418180822726788,2,0,2
0.5,Ideal,H,SI1,61.3,56.0,1666,5.12,5.16,3.15,7.418180822726788,4,2,2
0.5,Ideal,H,SI1,61.3,54.0,1666,5.12,5.16,3.15,7.418180822726788,4,2,2
0.5,Premium,F,VS1,62.9,58.0,1666,5.09,5.05,3.19,7.418180822726788,3,4,4
0.5,Premium,F,VS1,59.9,61.0,1666,5.16,5.13,3.08,7.418180822726788,3,4,4
0.68,Premium,H,SI1,59.5,59.0,1666,5.77,5.73,3.42,7.418180822726788,3,2,2
0.58,Very Good,F,VS2,63.0,59.0,1667,5.27,5.39,3.36,7.418780882750794,2,4,3
0.55,Ideal,E,VS2,61.8,57.0,1667,5.27,5.34,3.28,7.418780882750794,4,5,3
0.55,Ideal,E,VS2,61.4,56.0,1667,5.26,5.32,3.25,7.418780882750794,4,5,3
0.55,Very Good,G,VS1,59.4,62.0,1667,5.32,5.36,3.17,7.418780882750794,2,3,4
0.55,Ideal,G,VS1,61.3,57.0,1667,5.25,5.28,3.23,7.418780882750794,4,3,4
0.72,Premium,J,SI2,60.3,58.0,1667,5.81,5.73,3.48,7.418780882750794,3,0,1
0.54,Premium,F,VS2,58.2,60.0,1667,5.39,5.34,3.12,7.418780882750794,3,4,3
0.54,Premium,D,SI1,60.0,58.0,1667,5.3,5.26,3.17,7.418780882750794,3,6,2
0.54,Very Good,D,SI1,63.2,55.0,1667,5.21,5.17,3.28,7.418780882750794,2,6,2
0.54,Premium,F,VS2,58.9,59.0,1667,5.37,5.32,3.15,7.418780882750794,3,4,3
0.63,Premium,I,VS1,62.0,58.0,1667,5.52,5.45,3.4,7.418780882750794,3,1,4
0.56,Premium,E,VS2,61.1,59.0,1668,5.34,5.27,3.24,7.419380582918692,3,5,3
0.51,Very Good,H,VVS1,60.9,56.0,1668,5.17,5.22,3.16,7.419380582918692,2,2,6
0.51,Very Good,G,VS1,61.1,56.0,1668,5.17,5.2,3.17,7.419380582918692,2,3,4
0.55,Ideal,H,VVS2,61.9,56.0,1668,5.22,5.25,3.24,7.419380582918692,4,2,5
0.55,Ideal,H,VVS2,62.1,55.0,1668,5.25,5.28,3.27,7.419380582918692,4,2,5
0.55,Ideal,H,VVS2,61.6,55.0,1668,5.3,5.31,3.26,7.419380582918692,4,2,5
0.55,Ideal,H,VVS2,60.7,55.0,1668,5.32,5.34,3.24,7.419380582918692,4,2,5
0.51,Good,D,VS2,63.5,56.0,1668,5.07,5.1,3.23,7.419380582918692,1,6,3
0.51,Very Good,D,VS2,62.5,58.0,1668,5.12,5.18,3.22,7.419380582918692,2,6,3
0.51,Good,D,VS2,63.5,56.0,1668,5.04,5.1,3.22,7.419380582918692,1,6,3
0.52,Premium,E,VS1,61.6,58.0,1668,5.14,5.18,3.18,7.419380582918692,3,5,4
0.51,Good,D,VS2,63.1,58.0,1668,5.08,5.13,3.22,7.419380582918692,1,6,3
0.52,Ideal,E,VS1,62.5,56.0,1668,5.11,5.16,3.21,7.419380582918692,4,5,4
0.52,Ideal,E,VS1,62.6,57.0,1668,5.11,5.15,3.21,7.419380582918692,4,5,4
0.51,Ideal,H,VS1,62.0,56.0,1668,5.14,5.17,3.2,7.419380582918692,4,2,4
0.51,Ideal,H,VS1,61.6,55.0,1668,5.17,5.19,3.19,7.419380582918692,4,2,4
0.51,Ideal,G,VS1,61.9,56.0,1668,5.11,5.14,3.17,7.419380582918692,4,3,4
0.51,Ideal,G,VS1,61.7,56.0,1668,5.1,5.2,3.18,7.419380582918692,4,3,4
0.51,Ideal,G,VS1,60.4,59.0,1668,5.16,5.21,3.13,7.419380582918692,4,3,4
0.61,Good,G,VS2,59.9,61.0,1668,5.48,5.6,3.32,7.419380582918692,1,3,3
0.55,Premium,G,VS2,62.3,56.0,1668,5.29,5.24,3.28,7.419380582918692,3,3,3
0.55,Ideal,E,SI1,60.7,57.0,1668,5.3,5.27,3.21,7.419380582918692,4,5,2
0.55,Ideal,E,SI1,60.6,56.0,1668,5.33,5.3,3.22,7.419380582918692,4,5,2
0.55,Ideal,E,SI1,61.7,57.0,1668,5.27,5.23,3.24,7.419380582918692,4,5,2
0.55,Ideal,E,SI1,61.7,56.0,1668,5.29,5.24,3.25,7.419380582918692,4,5,2
0.55,Premium,E,SI1,61.2,59.0,1668,5.28,5.25,3.22,7.419380582918692,3,5,2
0.55,Premium,E,SI1,61.0,61.0,1668,5.3,5.25,3.22,7.419380582918692,3,5,2
0.55,Ideal,E,SI1,61.4,55.0,1668,5.29,5.26,3.24,7.419380582918692,4,5,2
0.55,Ideal,E,SI1,62.3,56.0,1668,5.26,5.23,3.27,7.419380582918692,4,5,2
0.55,Ideal,E,SI1,62.1,55.0,1668,5.26,5.21,3.25,7.419380582918692,4,5,2
0.51,Fair,D,VS2,64.4,54.0,1668,5.06,5.03,3.25,7.419380582918692,0,6,3
0.55,Very Good,E,VS2,62.3,61.0,1669,5.16,5.21,3.23,7.419979923661835,2,5,3
0.51,Ideal,H,VVS2,61.2,57.0,1669,5.14,5.19,3.16,7.419979923661835,4,2,5
0.54,Ideal,F,SI1,61.8,56.0,1669,5.22,5.23,3.23,7.419979923661835,4,4,2
0.54,Ideal,I,IF,60.8,56.0,1669,5.28,5.37,3.24,7.419979923661835,4,1,7
0.6,Very Good,F,SI1,60.3,59.0,1670,5.42,5.5,3.29,7.4205789054108005,2,4,2
0.58,Ideal,E,VS2,61.9,56.0,1670,5.34,5.38,3.32,7.4205789054108005,4,5,3
0.57,Ideal,E,SI1,60.8,55.0,1670,5.39,5.41,3.28,7.4205789054108005,4,5,2
0.52,Very Good,E,VS2,63.3,56.0,1670,5.12,5.08,3.23,7.4205789054108005,2,5,3
0.5,Very Good,D,VS1,63.7,57.0,1671,5.08,5.13,3.25,7.421177528595393,2,6,4
0.58,Ideal,H,VS1,61.2,55.0,1671,5.39,5.42,3.31,7.421177528595393,4,2,4
0.59,Ideal,D,SI1,61.7,56.0,1671,5.39,5.43,3.34,7.421177528595393,4,6,2
0.51,Very Good,E,VS2,59.5,63.0,1671,5.22,5.17,3.09,7.421177528595393,2,5,3
0.57,Premium,E,VS2,62.9,57.0,1672,5.29,5.24,3.31,7.421775793644647,3,5,3
0.35,Ideal,D,VVS1,61.4,55.0,1672,4.55,4.57,2.8,7.421775793644647,4,6,6
0.56,Ideal,F,VS2,61.6,56.0,1672,5.28,5.31,3.26,7.421775793644647,4,4,3
0.54,Ideal,D,VS2,61.1,56.0,1672,5.23,5.27,3.21,7.421775793644647,4,6,3
0.7,Fair,J,VS2,64.6,58.0,1672,5.58,5.56,3.6,7.421775793644647,0,0,3
0.7,Very Good,I,SI2,63.2,60.0,1672,5.62,5.55,3.53,7.421775793644647,2,1,1
0.5,Premium,E,VS1,60.1,58.0,1672,5.21,5.17,3.12,7.421775793644647,3,5,4
0.55,Ideal,D,VS2,61.6,57.0,1673,5.25,5.3,3.25,7.422373700986824,4,6,3
0.67,Ideal,F,SI2,62.0,58.0,1673,5.6,5.63,3.48,7.422373700986824,4,4,1
0.52,Good,E,VS2,58.3,61.0,1673,5.26,5.31,3.08,7.422373700986824,1,5,3
0.72,Good,H,SI2,64.1,58.0,1674,5.65,5.68,3.63,7.422971251049421,1,2,1
0.53,Ideal,H,VVS2,61.8,56.0,1674,5.2,5.22,3.22,7.422971251049421,4,2,5
0.51,Ideal,D,VS2,61.5,56.0,1674,5.21,5.17,3.19,7.422971251049421,4,6,3
0.61,Very Good,G,VS2,63.0,58.0,1675,5.4,5.43,3.41,7.423568444259167,2,3,3
0.71,Very Good,J,VS2,62.1,58.0,1675,5.71,5.73,3.55,7.423568444259167,2,0,3
0.5,Premium,E,VS1,62.4,59.0,1675,5.06,5.1,3.17,7.423568444259167,3,5,4
0.5,Very Good,E,VS1,62.7,56.0,1675,5.09,5.12,3.2,7.423568444259167,2,5,4
0.5,Very Good,E,VS1,61.7,57.0,1675,5.12,5.16,3.17,7.423568444259167,2,5,4
0.5,Ideal,E,VS1,61.9,55.0,1675,5.08,5.13,3.16,7.423568444259167,4,5,4
0.7,Good,I,SI2,63.5,56.0,1675,5.59,5.63,3.56,7.423568444259167,1,1,1
0.5,Premium,E,VS1,62.2,58.0,1675,5.03,5.06,3.14,7.423568444259167,3,5,4
0.51,Ideal,E,VS2,61.9,55.0,1675,5.1,5.14,3.17,7.423568444259167,4,5,3
0.52,Ideal,G,SI1,61.2,55.0,1675,5.2,5.23,3.19,7.423568444259167,4,3,2
0.52,Ideal,G,SI1,61.4,56.0,1675,5.18,5.21,3.19,7.423568444259167,4,3,2
0.55,Ideal,E,SI1,61.7,54.0,1675,5.26,5.27,3.25,7.423568444259167,4,5,2
0.55,Very Good,F,VS2,61.8,57.0,1676,5.23,5.28,3.25,7.424165281042028,2,4,3
0.54,Very Good,E,VS1,61.7,58.0,1676,5.24,5.27,3.24,7.424165281042028,2,5,4
0.53,Ideal,E,VS2,61.5,56.0,1676,5.18,5.23,3.2,7.424165281042028,4,5,3
0.53,Ideal,E,VS2,61.8,56.0,1676,5.17,5.21,3.21,7.424165281042028,4,5,3
0.5,Premium,E,VS2,62.6,58.0,1676,5.12,5.07,3.19,7.424165281042028,3,5,3
0.5,Ideal,E,VS2,62.9,55.0,1676,5.11,5.07,3.2,7.424165281042028,4,5,3
0.5,Premium,E,VS2,62.9,60.0,1676,5.1,5.07,3.2,7.424165281042028,3,5,3
0.5,Premium,E,VS2,62.0,58.0,1676,5.09,5.07,3.15,7.424165281042028,3,5,3
0.5,Ideal,E,VS2,62.0,56.0,1676,5.1,5.06,3.15,7.424165281042028,4,5,3
0.5,Ideal,E,VS2,62.3,57.0,1676,5.08,5.04,3.15,7.424165281042028,4,5,3
0.5,Premium,E,VS2,62.8,60.0,1676,5.08,5.02,3.17,7.424165281042028,3,5,3
0.5,Premium,E,VS2,62.7,59.0,1676,5.06,5.02,3.16,7.424165281042028,3,5,3
0.72,Premium,F,SI2,61.3,59.0,1676,5.81,5.76,3.55,7.424165281042028,3,4,1
0.76,Premium,G,SI2,58.8,59.0,1676,5.97,5.93,3.5,7.424165281042028,3,3,1
0.57,Premium,F,SI1,59.5,60.0,1676,5.43,5.42,3.23,7.424165281042028,3,4,2
0.52,Ideal,D,VS2,60.3,56.0,1677,5.24,5.27,3.17,7.424761761823209,4,6,3
0.56,Ideal,D,SI1,61.9,55.0,1677,5.29,5.31,3.28,7.424761761823209,4,6,2
0.51,Very Good,D,VS2,62.2,57.0,1678,5.11,5.14,3.19,7.425357887027151,2,6,3
0.51,Ideal,D,VS2,62.2,58.0,1678,5.1,5.12,3.18,7.425357887027151,4,6,3
0.5,Ideal,D,VS2,61.7,53.0,1678,5.14,5.16,3.18,7.425357887027151,4,6,3
0.51,Ideal,D,VS2,62.4,55.0,1678,5.12,5.14,3.2,7.425357887027151,4,6,3
0.53,Ideal,H,VS1,61.7,56.0,1678,5.21,5.23,3.22,7.425357887027151,4,2,4
0.53,Ideal,H,VS1,61.6,55.0,1678,5.2,5.22,3.21,7.425357887027151,4,2,4
0.53,Ideal,H,VS1,61.8,56.0,1678,5.22,5.26,3.24,7.425357887027151,4,2,4
0.5,Ideal,E,VS1,62.4,58.0,1678,5.04,5.06,3.15,7.425357887027151,4,5,4
0.5,Good,F,VVS2,64.5,62.3,1678,4.92,4.93,3.17,7.425357887027151,1,4,5
0.53,Very Good,E,VS2,63.5,59.0,1678,5.17,5.13,3.27,7.425357887027151,2,5,3
0.6,Very Good,H,VS1,60.2,60.0,1679,5.45,5.48,3.29,7.425953657077541,2,2,4
0.56,Very Good,F,SI1,60.0,57.0,1679,5.41,5.38,3.24,7.425953657077541,2,4,2
0.55,Ideal,F,VS2,61.3,55.0,1679,5.29,5.31,3.25,7.425953657077541,4,4,3
0.52,Ideal,D,VS2,62.0,56.0,1679,5.17,5.19,3.21,7.425953657077541,4,6,3
0.5,Ideal,F,VS1,62.0,55.1,1679,5.05,5.11,3.16,7.425953657077541,4,4,4
0.5,Ideal,F,VS1,62.5,52.4,1679,5.07,5.11,3.18,7.425953657077541,4,4,4
0.51,Very Good,F,VS1,60.0,59.0,1680,5.18,5.22,3.12,7.426549072397305,2,4,4
0.52,Very Good,F,VS2,60.0,61.5,1680,5.19,5.23,3.13,7.426549072397305,2,4,3
0.58,Ideal,I,VVS1,62.1,56.0,1680,5.32,5.34,3.31,7.426549072397305,4,1,6
0.54,Ideal,F,VS2,60.5,56.0,1680,5.27,5.29,3.2,7.426549072397305,4,4,3
0.54,Ideal,F,VS2,59.8,58.0,1680,5.29,5.34,3.18,7.426549072397305,4,4,3
0.51,Ideal,F,VS1,60.4,56.0,1680,5.18,5.21,3.14,7.426549072397305,4,4,4
0.57,Good,F,VS2,60.0,61.0,1680,5.36,5.43,3.24,7.426549072397305,1,4,3
0.54,Ideal,I,VVS1,62.7,57.0,1681,5.22,5.14,3.25,7.427144133408616,4,1,6
0.61,Ideal,F,SI1,61.4,56.0,1681,5.46,5.42,3.34,7.427144133408616,4,4,2
1.0,Premium,J,I1,58.3,58.0,1681,6.61,6.51,3.82,7.427144133408616,3,0,0
0.53,Very Good,D,VS2,62.6,58.0,1682,5.14,5.18,3.23,7.427738840532894,2,6,3
0.52,Very Good,E,VS1,60.7,54.0,1682,5.22,5.29,3.19,7.427738840532894,2,5,4
